code,area name,category,value,average salary,index
E08000023,South Tyneside,Children and young people [L],99.1,#N/A,37
E08000023,South Tyneside,Early years development [L2],114.7,#N/A,38
E08000023,South Tyneside,Pupil absences [L2],90.7,#N/A,39
E08000023,South Tyneside,Pupil attainment [L2],99,#N/A,40
E08000023,South Tyneside,Teenage pregnancy [L2],105.6,#N/A,41
E08000023,South Tyneside,"Young people in education, employment and apprenticeships [L2]",86.2,#N/A,42
E08000023,South Tyneside,Physiological risk factors [L],68.5,#N/A,43
E08000023,South Tyneside,High blood pressure [L3],114.5,#N/A,44
E08000023,South Tyneside,Low birth weight [L3],100.8,#N/A,45
E08000023,South Tyneside,Overweight and obesity in adults [L3],92,#N/A,46
E08000023,South Tyneside,Overweight and obesity in children [L3],58.6,#N/A,47
E08000023,South Tyneside,Protective measures [L],110.2,#N/A,48
E08000023,South Tyneside,Cancer screening attendance [L4],101.5,#N/A,49
E08000023,South Tyneside,Child vaccination coverage [L4],116.6,#N/A,50
E08000023,South Tyneside,Healthy Places Domain,108.3,#N/A,51
E08000023,South Tyneside,Access to green space [Pl],116.9,#N/A,52
E08000023,South Tyneside,Private outdoor space [Pl1],116.9,#N/A,53
E08000023,South Tyneside,Access to services [Pl],105.6,#N/A,54
E08000023,South Tyneside,Distance to GP services [Pl2],103.9,#N/A,55
E08000023,South Tyneside,Distance to pharmacies [Pl2],103.6,#N/A,56
E08000023,South Tyneside,Distance to sports or leisure facilities [Pl2],102.3,#N/A,57
E08000023,South Tyneside,Internet access [Pl2],108.3,#N/A,58
E08000023,South Tyneside,Patients offered acceptable GP practice appointments [Pl2],99.2,#N/A,59
E08000023,South Tyneside,Crime [Pl],98.5,#N/A,60
E08000023,South Tyneside,Low-level crime [Pl3],106.6,#N/A,61
E08000023,South Tyneside,Personal crime [Pl3],90.5,#N/A,62
E08000023,South Tyneside,Economic and working conditions [Pl],90,#N/A,63
E08000023,South Tyneside,Child poverty [Pl4],89.3,#N/A,64
E08000023,South Tyneside,Job-related training [Pl4],96.4,#N/A,65
E08000023,South Tyneside,Unemployment [Pl4],92.5,#N/A,66
E08000023,South Tyneside,Workplace safety [Pl4],101.6,#N/A,67
E08000023,South Tyneside,Living conditions [Pl],109,#N/A,68
E08000023,South Tyneside,Air pollution [Pl5],117.1,#N/A,69
E08000023,South Tyneside,Household overcrowding [Pl5],127.5,#N/A,70
E08000023,South Tyneside,Noise complaints [Pl5],79.5,#N/A,71
E08000023,South Tyneside,Road safety [Pl5],100.5,#N/A,72
E08000023,South Tyneside,Rough sleeping [Pl5],110.5,#N/A,73
E08000024,Sunderland,Healthy People Domain,81.3,#N/A,1
E08000024,Sunderland,Difficulties in daily life [Pe],79.3,#N/A,2
E08000024,Sunderland,Disability [Pe1],75,#N/A,3
E08000024,Sunderland,Frailty [Pe1],91.2,#N/A,4
E08000024,Sunderland,Mental health [Pe],89.2,#N/A,5
E08000024,Sunderland,"Children's social, emotional and mental health [Pe2]",85.3,#N/A,6
E08000024,Sunderland,Mental health conditions [Pe2],94.6,#N/A,7
E08000024,Sunderland,Self-harm [Pe2],101,#N/A,8
E08000024,Sunderland,Suicides [Pe2],84.4,#N/A,9
E08000024,Sunderland,Mortality [Pe],84.8,#N/A,10
E08000024,Sunderland,Avoidable mortality [Pe3],83.2,#N/A,11
E08000024,Sunderland,Infant mortality [Pe3],113.7,#N/A,12
E08000024,Sunderland,Life expectancy [Pe3],82.4,#N/A,13
E08000024,Sunderland,Mortality from all causes [Pe3],77.8,#N/A,14
E08000024,Sunderland,Personal well-being [Pe],76.8,#N/A,15
E08000024,Sunderland,Activities in life are worthwhile [Pe4],75,#N/A,16
E08000024,Sunderland,Feelings of anxiety [Pe4],89.3,#N/A,17
E08000024,Sunderland,Happiness [Pe4],80.5,#N/A,18
E08000024,Sunderland,Life satisfaction [Pe4],78.9,#N/A,19
E08000024,Sunderland,Physical health conditions [Pe],106.7,#N/A,20
E08000024,Sunderland,Cancer [Pe5],110.3,#N/A,21
E08000024,Sunderland,Cardiovascular conditions [Pe5],103,#N/A,22
E08000024,Sunderland,Dementia [Pe5],106.1,#N/A,23
E08000024,Sunderland,Diabetes [Pe5],108.2,#N/A,24
E08000024,Sunderland,Kidney and liver disease [Pe5],101.4,#N/A,25
E08000024,Sunderland,Musculoskeletal conditions [Pe5],102.5,#N/A,26
E08000024,Sunderland,Respiratory conditions [Pe5],104.7,#N/A,27
E08000024,Sunderland,Healthy Lives Domain,94,#N/A,28
E08000024,Sunderland,Behavioural risk factors [L],87.8,#N/A,29
E08000024,Sunderland,Alcohol misuse [L1],80.6,#N/A,30
E08000024,Sunderland,Drug misuse [L1],101.7,#N/A,31
E08000024,Sunderland,Healthy eating [L1],83.9,#N/A,32
E08000024,Sunderland,Physical activity [L1],89.3,#N/A,33
E08000024,Sunderland,Sedentary behaviour [L1],91,#N/A,34
E08000024,Sunderland,Sexually transmitted infections [L1],97.5,#N/A,35
E08000024,Sunderland,Smoking [L1],104.9,#N/A,36
E08000024,Sunderland,Children and young people [L],93.2,#N/A,37
E08000024,Sunderland,Early years development [L2],113.4,#N/A,38
E08000024,Sunderland,Pupil absences [L2],82.3,#N/A,39
E08000024,Sunderland,Pupil attainment [L2],98,#N/A,40
E08000024,Sunderland,Teenage pregnancy [L2],97.5,#N/A,41
E08000024,Sunderland,"Young people in education, employment and apprenticeships [L2]",85.3,#N/A,42
E08000024,Sunderland,Physiological risk factors [L],91.6,#N/A,43
E08000024,Sunderland,High blood pressure [L3],109.3,#N/A,44
E08000024,Sunderland,Low birth weight [L3],100.8,#N/A,45
E08000024,Sunderland,Overweight and obesity in adults [L3],86,#N/A,46
E08000024,Sunderland,Overweight and obesity in children [L3],93.5,#N/A,47
E08000024,Sunderland,Protective measures [L],108,#N/A,48
E08000024,Sunderland,Cancer screening attendance [L4],98.6,#N/A,49
E08000024,Sunderland,Child vaccination coverage [L4],115.6,#N/A,50
E08000024,Sunderland,Healthy Places Domain,103,#N/A,51
E08000024,Sunderland,Access to green space [Pl],111.2,#N/A,52
E08000024,Sunderland,Private outdoor space [Pl1],111.2,#N/A,53
E08000024,Sunderland,Access to services [Pl],102.6,#N/A,54
E08000024,Sunderland,Distance to GP services [Pl2],100.9,#N/A,55
E08000024,Sunderland,Distance to pharmacies [Pl2],99.8,#N/A,56
E08000024,Sunderland,Distance to sports or leisure facilities [Pl2],104.4,#N/A,57
E08000024,Sunderland,Internet access [Pl2],109.6,#N/A,58
E08000024,Sunderland,Patients offered acceptable GP practice appointments [Pl2],101.9,#N/A,59
E08000024,Sunderland,Crime [Pl],91.8,#N/A,60
E08000024,Sunderland,Low-level crime [Pl3],98.2,#N/A,61
E08000024,Sunderland,Personal crime [Pl3],86.5,#N/A,62
E08000024,Sunderland,Economic and working conditions [Pl],91.6,#N/A,63
E08000024,Sunderland,Child poverty [Pl4],91.3,#N/A,64
E08000024,Sunderland,Job-related training [Pl4],94.3,#N/A,65
E08000024,Sunderland,Unemployment [Pl4],94,#N/A,66
E08000024,Sunderland,Workplace safety [Pl4],100,#N/A,67
E08000024,Sunderland,Living conditions [Pl],110.1,#N/A,68
E08000024,Sunderland,Air pollution [Pl5],119.6,#N/A,69
E08000024,Sunderland,Household overcrowding [Pl5],120.9,#N/A,70
E08000024,Sunderland,Noise complaints [Pl5],94.6,#N/A,71
E08000024,Sunderland,Road safety [Pl5],99.8,#N/A,72
E08000024,Sunderland,Rough sleeping [Pl5],105.6,#N/A,73
E08000037,Gateshead,Healthy People Domain,87.3,23862.8,1
E08000037,Gateshead,Difficulties in daily life [Pe],77,23862.8,2
E08000037,Gateshead,Disability [Pe1],71.9,23862.8,3
E08000037,Gateshead,Frailty [Pe1],90.4,23862.8,4
E08000037,Gateshead,Mental health [Pe],91.8,23862.8,5
E08000037,Gateshead,"Children's social, emotional and mental health [Pe2]",96.4,23862.8,6
E08000037,Gateshead,Mental health conditions [Pe2],95.2,23862.8,7
E08000037,Gateshead,Self-harm [Pe2],86,23862.8,8
E08000037,Gateshead,Suicides [Pe2],102.1,23862.8,9
E08000037,Gateshead,Mortality [Pe],89.3,23862.8,10
E08000037,Gateshead,Avoidable mortality [Pe3],86.9,23862.8,11
E08000037,Gateshead,Infant mortality [Pe3],99.9,23862.8,12
E08000037,Gateshead,Life expectancy [Pe3],87.7,23862.8,13
E08000037,Gateshead,Mortality from all causes [Pe3],91.1,23862.8,14
E08000037,Gateshead,Personal well-being [Pe],92.7,23862.8,15
E08000037,Gateshead,Activities in life are worthwhile [Pe4],93.9,23862.8,16
E08000037,Gateshead,Feelings of anxiety [Pe4],88.2,23862.8,17
E08000037,Gateshead,Happiness [Pe4],100.7,23862.8,18
E08000037,Gateshead,Life satisfaction [Pe4],91.2,23862.8,19
E08000037,Gateshead,Physical health conditions [Pe],106.3,23862.8,20
E08000037,Gateshead,Cancer [Pe5],112.4,23862.8,21
E08000037,Gateshead,Cardiovascular conditions [Pe5],108.8,23862.8,22
E08000037,Gateshead,Dementia [Pe5],94.7,23862.8,23
E08000037,Gateshead,Diabetes [Pe5],102.8,23862.8,24
E08000037,Gateshead,Kidney and liver disease [Pe5],95.8,23862.8,25
E08000037,Gateshead,Musculoskeletal conditions [Pe5],105.5,23862.8,26
E08000037,Gateshead,Respiratory conditions [Pe5],103.6,23862.8,27
E08000037,Gateshead,Healthy Lives Domain,93,23862.8,28
E08000037,Gateshead,Behavioural risk factors [L],95,23862.8,29
E08000037,Gateshead,Alcohol misuse [L1],83.4,23862.8,30
E08000037,Gateshead,Drug misuse [L1],99,23862.8,31
E08000037,Gateshead,Healthy eating [L1],93.1,23862.8,32
E08000037,Gateshead,Physical activity [L1],95.4,23862.8,33
E08000037,Gateshead,Sedentary behaviour [L1],94.3,23862.8,34
E08000037,Gateshead,Sexually transmitted infections [L1],109.1,23862.8,35
E08000037,Gateshead,Smoking [L1],107.9,23862.8,36
E08000037,Gateshead,Children and young people [L],102.3,23862.8,37
E08000037,Gateshead,Early years development [L2],114.1,23862.8,38
E08000037,Gateshead,Pupil absences [L2],91.4,23862.8,39
E08000037,Gateshead,Pupil attainment [L2],104.5,23862.8,40
E08000037,Gateshead,Teenage pregnancy [L2],105.5,23862.8,41
E08000037,Gateshead,"Young people in education, employment and apprenticeships [L2]",99.4,23862.8,42
E08000037,Gateshead,Physiological risk factors [L],76.7,23862.8,43
E08000037,Gateshead,High blood pressure [L3],108.3,23862.8,44
E08000037,Gateshead,Low birth weight [L3],92.3,23862.8,45
E08000037,Gateshead,Overweight and obesity in adults [L3],78.3,23862.8,46
E08000037,Gateshead,Overweight and obesity in children [L3],79.5,23862.8,47
E08000037,Gateshead,Protective measures [L],103.6,23862.8,48
E08000037,Gateshead,Cancer screening attendance [L4],99.3,23862.8,49
E08000037,Gateshead,Child vaccination coverage [L4],107.1,23862.8,50
E08000037,Gateshead,Healthy Places Domain,104.5,23862.8,51
E08000037,Gateshead,Access to green space [Pl],105.5,23862.8,52
E08000037,Gateshead,Private outdoor space [Pl1],105.5,23862.8,53
E08000037,Gateshead,Access to services [Pl],103.7,23862.8,54
E08000037,Gateshead,Distance to GP services [Pl2],103.6,23862.8,55
E08000037,Gateshead,Distance to pharmacies [Pl2],100.9,23862.8,56
E08000037,Gateshead,Distance to sports or leisure facilities [Pl2],104.8,23862.8,57
E08000037,Gateshead,Internet access [Pl2],106.6,23862.8,58
E08000037,Gateshead,Patients offered acceptable GP practice appointments [Pl2],100.2,23862.8,59
E08000037,Gateshead,Crime [Pl],95.6,23862.8,60
E08000037,Gateshead,Low-level crime [Pl3],102.5,23862.8,61
E08000037,Gateshead,Personal crime [Pl3],89.3,23862.8,62
E08000037,Gateshead,Economic and working conditions [Pl],94.3,23862.8,63
E08000037,Gateshead,Child poverty [Pl4],95.2,23862.8,64
E08000037,Gateshead,Job-related training [Pl4],94.2,23862.8,65
E08000037,Gateshead,Unemployment [Pl4],93.7,23862.8,66
E08000037,Gateshead,Workplace safety [Pl4],104.3,23862.8,67
E08000037,Gateshead,Living conditions [Pl],111.9,23862.8,68
E08000037,Gateshead,Air pollution [Pl5],119.4,23862.8,69
E08000037,Gateshead,Household overcrowding [Pl5],121.2,23862.8,70
E08000037,Gateshead,Noise complaints [Pl5],97.6,23862.8,71
E08000037,Gateshead,Road safety [Pl5],101.3,23862.8,72
E08000037,Gateshead,Rough sleeping [Pl5],108.7,23862.8,73
E12000002,North West,Healthy People Domain,91.2,#N/A,1
E12000002,North West,Difficulties in daily life [Pe],91.9,#N/A,2
E12000002,North West,Disability [Pe1],84.1,#N/A,3
E12000002,North West,Frailty [Pe1],102.6,#N/A,4
E12000002,North West,Mental health [Pe],92.8,#N/A,5
E12000002,North West,"Children's social, emotional and mental health [Pe2]",92.6,#N/A,6
E12000002,North West,Mental health conditions [Pe2],95,#N/A,7
E12000002,North West,Self-harm [Pe2],95.9,#N/A,8
E12000002,North West,Suicides [Pe2],95.3,#N/A,9
E12000002,North West,Mortality [Pe],89.2,#N/A,10
E12000002,North West,Avoidable mortality [Pe3],88.5,#N/A,11
E12000002,North West,Infant mortality [Pe3],96.4,#N/A,12
E12000002,North West,Life expectancy [Pe3],89.1,#N/A,13
E12000002,North West,Mortality from all causes [Pe3],89.3,#N/A,14
E12000002,North West,Personal well-being [Pe],93.8,#N/A,15
E12000002,North West,Activities in life are worthwhile [Pe4],96.7,#N/A,16
E12000002,North West,Feelings of anxiety [Pe4],90.1,#N/A,17
E12000002,North West,Happiness [Pe4],97.8,#N/A,18
E12000002,North West,Life satisfaction [Pe4],93.4,#N/A,19
E12000002,North West,Physical health conditions [Pe],102.7,#N/A,20
E12000002,North West,Cancer [Pe5],102.5,#N/A,21
E12000002,North West,Cardiovascular conditions [Pe5],101.8,#N/A,22
E12000002,North West,Dementia [Pe5],103.9,#N/A,23
E12000002,North West,Diabetes [Pe5],103,#N/A,24
E12000002,North West,Kidney and liver disease [Pe5],98.6,#N/A,25
E12000002,North West,Musculoskeletal conditions [Pe5],104.2,#N/A,26
E12000002,North West,Respiratory conditions [Pe5],100,#N/A,27
E12000002,North West,Healthy Lives Domain,94,#N/A,28
E12000002,North West,Behavioural risk factors [L],94.3,#N/A,29
E12000002,North West,Alcohol misuse [L1],90.9,#N/A,30
E12000002,North West,Drug misuse [L1],94.7,#N/A,31
E12000002,North West,Healthy eating [L1],89.1,#N/A,32
E12000002,North West,Physical activity [L1],96.4,#N/A,33
E12000002,North West,Sedentary behaviour [L1],93.4,#N/A,34
E12000002,North West,Sexually transmitted infections [L1],106.8,#N/A,35
E12000002,North West,Smoking [L1],107.1,#N/A,36
E12000002,North West,Children and young people [L],102.2,#N/A,37
E12000002,North West,Early years development [L2],105.6,#N/A,38
E12000002,North West,Pupil absences [L2],99.4,#N/A,39
E12000002,North West,Pupil attainment [L2],105.1,#N/A,40
E12000002,North West,Teenage pregnancy [L2],105.3,#N/A,41
E12000002,North West,"Young people in education, employment and apprenticeships [L2]",95,#N/A,42
E12000002,North West,Physiological risk factors [L],89.1,#N/A,43
E12000002,North West,High blood pressure [L3],107.5,#N/A,44
E12000002,North West,Low birth weight [L3],101.9,#N/A,45
E12000002,North West,Overweight and obesity in adults [L3],91.3,#N/A,46
E12000002,North West,Overweight and obesity in children [L3],87.4,#N/A,47
E12000002,North West,Protective measures [L],95.2,#N/A,48
E12000002,North West,Cancer screening attendance [L4],90.6,#N/A,49
E12000002,North West,Child vaccination coverage [L4],100.8,#N/A,50
E12000002,North West,Healthy Places Domain,105.7,#N/A,51
E12000002,North West,Access to green space [Pl],103.3,#N/A,52
E12000002,North West,Private outdoor space [Pl1],103.3,#N/A,53
E12000002,North West,Access to services [Pl],103.7,#N/A,54
E12000002,North West,Distance to GP services [Pl2],102.3,#N/A,55
E12000002,North West,Distance to pharmacies [Pl2],102.9,#N/A,56
E12000002,North West,Distance to sports or leisure facilities [Pl2],102.7,#N/A,57
E12000002,North West,Internet access [Pl2],106.5,#N/A,58
E12000002,North West,Patients offered acceptable GP practice appointments [Pl2],99.9,#N/A,59
E12000002,North West,Crime [Pl],98.8,#N/A,60
E12000002,North West,Low-level crime [Pl3],108.2,#N/A,61
E12000002,North West,Personal crime [Pl3],89.6,#N/A,62
E12000002,North West,Economic and working conditions [Pl],96.7,#N/A,63
E12000002,North West,Child poverty [Pl4],93.9,#N/A,64
E12000002,North West,Job-related training [Pl4],96.7,#N/A,65
E12000002,North West,Unemployment [Pl4],101.5,#N/A,66
E12000002,North West,Workplace safety [Pl4],102,#N/A,67
E12000002,North West,Living conditions [Pl],111.4,#N/A,68
E12000002,North West,Air pollution [Pl5],118.3,#N/A,69
E12000002,North West,Household overcrowding [Pl5],118.3,#N/A,70
E12000002,North West,Noise complaints [Pl5],100,#N/A,71
E12000002,North West,Road safety [Pl5],102.5,#N/A,72
E12000002,North West,Rough sleeping [Pl5],106.5,#N/A,73
E06000006,Halton,Healthy People Domain,83.4,24918.4,1
E06000006,Halton,Difficulties in daily life [Pe],82.9,24918.4,2
E06000006,Halton,Disability [Pe1],75.8,24918.4,3
E06000006,Halton,Frailty [Pe1],96.2,24918.4,4
E06000006,Halton,Mental health [Pe],87.2,24918.4,5
E06000006,Halton,"Children's social, emotional and mental health [Pe2]",84.5,24918.4,6
E06000006,Halton,Mental health conditions [Pe2],91.8,24918.4,7
E06000006,Halton,Self-harm [Pe2],86.9,24918.4,8
E06000006,Halton,Suicides [Pe2],99.8,24918.4,9
E06000006,Halton,Mortality [Pe],88.9,24918.4,10
E06000006,Halton,Avoidable mortality [Pe3],87.8,24918.4,11
E06000006,Halton,Infant mortality [Pe3],97.9,24918.4,12
E06000006,Halton,Life expectancy [Pe3],87,24918.4,13
E06000006,Halton,Mortality from all causes [Pe3],90.6,24918.4,14
E06000006,Halton,Personal well-being [Pe],87.3,24918.4,15
E06000006,Halton,Activities in life are worthwhile [Pe4],91,24918.4,16
E06000006,Halton,Feelings of anxiety [Pe4],87.2,24918.4,17
E06000006,Halton,Happiness [Pe4],94,24918.4,18
E06000006,Halton,Life satisfaction [Pe4],84.6,24918.4,19
E06000006,Halton,Physical health conditions [Pe],97.5,24918.4,20
E06000006,Halton,Cancer [Pe5],109.5,24918.4,21
E06000006,Halton,Cardiovascular conditions [Pe5],97.6,24918.4,22
E06000006,Halton,Dementia [Pe5],98.1,24918.4,23
E06000006,Halton,Diabetes [Pe5],98.7,24918.4,24
E06000006,Halton,Kidney and liver disease [Pe5],99.7,24918.4,25
E06000006,Halton,Musculoskeletal conditions [Pe5],93.5,24918.4,26
E06000006,Halton,Respiratory conditions [Pe5],93,24918.4,27
E06000006,Halton,Healthy Lives Domain,87.3,24918.4,28
E06000006,Halton,Behavioural risk factors [L],95.3,24918.4,29
E06000006,Halton,Alcohol misuse [L1],88.3,24918.4,30
E06000006,Halton,Drug misuse [L1],90.7,24918.4,31
E06000006,Halton,Healthy eating [L1],77.3,24918.4,32
E06000006,Halton,Physical activity [L1],98.8,24918.4,33
E06000006,Halton,Sedentary behaviour [L1],97.2,24918.4,34
E06000006,Halton,Sexually transmitted infections [L1],128.2,24918.4,35
E06000006,Halton,Smoking [L1],110.4,24918.4,36
E06000006,Halton,Children and young people [L],94.9,24918.4,37
E06000006,Halton,Early years development [L2],100,24918.4,38
E06000006,Halton,Pupil absences [L2],92.7,24918.4,39
E06000006,Halton,Pupil attainment [L2],96.7,24918.4,40
E06000006,Halton,Teenage pregnancy [L2],88.7,24918.4,41
E06000006,Halton,"Young people in education, employment and apprenticeships [L2]",101.9,24918.4,42
E06000006,Halton,Physiological risk factors [L],78.1,24918.4,43
E06000006,Halton,High blood pressure [L3],98.8,24918.4,44
E06000006,Halton,Low birth weight [L3],99.2,24918.4,45
E06000006,Halton,Overweight and obesity in adults [L3],93.5,24918.4,46
E06000006,Halton,Overweight and obesity in children [L3],72.2,24918.4,47
E06000006,Halton,Protective measures [L],91.1,24918.4,48
E06000006,Halton,Cancer screening attendance [L4],81.9,24918.4,49
E06000006,Halton,Child vaccination coverage [L4],102.2,24918.4,50
E06000006,Halton,Healthy Places Domain,108.2,24918.4,51
E06000006,Halton,Access to green space [Pl],111.9,24918.4,52
E06000006,Halton,Private outdoor space [Pl1],111.9,24918.4,53
E06000006,Halton,Access to services [Pl],100.7,24918.4,54
E06000006,Halton,Distance to GP services [Pl2],101,24918.4,55
E06000006,Halton,Distance to pharmacies [Pl2],98.3,24918.4,56
E06000006,Halton,Distance to sports or leisure facilities [Pl2],98.7,24918.4,57
E06000006,Halton,Internet access [Pl2],112.3,24918.4,58
E06000006,Halton,Patients offered acceptable GP practice appointments [Pl2],89.1,24918.4,59
E06000006,Halton,Crime [Pl],93.3,24918.4,60
E06000006,Halton,Low-level crime [Pl3],104.8,24918.4,61
E06000006,Halton,Personal crime [Pl3],82.7,24918.4,62
E06000006,Halton,Economic and working conditions [Pl],100,24918.4,63
E06000006,Halton,Child poverty [Pl4],98.4,24918.4,64
E06000006,Halton,Job-related training [Pl4],89.4,24918.4,65
E06000006,Halton,Unemployment [Pl4],104.5,24918.4,66
E06000006,Halton,Workplace safety [Pl4],98.4,24918.4,67
E06000006,Halton,Living conditions [Pl],114,24918.4,68
E06000006,Halton,Air pollution [Pl5],116.5,24918.4,69
E06000006,Halton,Household overcrowding [Pl5],123.2,24918.4,70
E06000006,Halton,Noise complaints [Pl5],96.7,24918.4,71
E06000006,Halton,Road safety [Pl5],101.3,24918.4,72
E06000006,Halton,Rough sleeping [Pl5],123.2,24918.4,73
E06000007,Warrington,Healthy People Domain,95.3,#N/A,1
E06000007,Warrington,Difficulties in daily life [Pe],92,#N/A,2
E06000007,Warrington,Disability [Pe1],86.5,#N/A,3
E06000007,Warrington,Frailty [Pe1],100.4,#N/A,4
E06000007,Warrington,Mental health [Pe],97.8,#N/A,5
E06000007,Warrington,"Children's social, emotional and mental health [Pe2]",98.5,#N/A,6
E06000007,Warrington,Mental health conditions [Pe2],97.9,#N/A,7
E06000007,Warrington,Self-harm [Pe2],93.7,#N/A,8
E06000007,Warrington,Suicides [Pe2],105,#N/A,9
E06000007,Warrington,Mortality [Pe],96.9,#N/A,10
E06000007,Warrington,Avoidable mortality [Pe3],99.7,#N/A,11
E06000007,Warrington,Infant mortality [Pe3],97.7,#N/A,12
E06000007,Warrington,Life expectancy [Pe3],95.7,#N/A,13
E06000007,Warrington,Mortality from all causes [Pe3],95.9,#N/A,14
E06000007,Warrington,Personal well-being [Pe],92.5,#N/A,15
E06000007,Warrington,Activities in life are worthwhile [Pe4],96.9,#N/A,16
E06000007,Warrington,Feelings of anxiety [Pe4],94.1,#N/A,17
E06000007,Warrington,Happiness [Pe4],95,#N/A,18
E06000007,Warrington,Life satisfaction [Pe4],89.2,#N/A,19
E06000007,Warrington,Physical health conditions [Pe],104.8,#N/A,20
E06000007,Warrington,Cancer [Pe5],103.6,#N/A,21
E06000007,Warrington,Cardiovascular conditions [Pe5],98.4,#N/A,22
E06000007,Warrington,Dementia [Pe5],101.7,#N/A,23
E06000007,Warrington,Diabetes [Pe5],105.5,#N/A,24
E06000007,Warrington,Kidney and liver disease [Pe5],106,#N/A,25
E06000007,Warrington,Musculoskeletal conditions [Pe5],106.9,#N/A,26
E06000007,Warrington,Respiratory conditions [Pe5],103.3,#N/A,27
E06000007,Warrington,Healthy Lives Domain,107.4,#N/A,28
E06000007,Warrington,Behavioural risk factors [L],104.8,#N/A,29
E06000007,Warrington,Alcohol misuse [L1],93.6,#N/A,30
E06000007,Warrington,Drug misuse [L1],102.6,#N/A,31
E06000007,Warrington,Healthy eating [L1],95.1,#N/A,32
E06000007,Warrington,Physical activity [L1],104.2,#N/A,33
E06000007,Warrington,Sedentary behaviour [L1],99.6,#N/A,34
E06000007,Warrington,Sexually transmitted infections [L1],118,#N/A,35
E06000007,Warrington,Smoking [L1],119.4,#N/A,36
E06000007,Warrington,Children and young people [L],113.1,#N/A,37
E06000007,Warrington,Early years development [L2],115.4,#N/A,38
E06000007,Warrington,Pupil absences [L2],109.4,#N/A,39
E06000007,Warrington,Pupil attainment [L2],120.2,#N/A,40
E06000007,Warrington,Teenage pregnancy [L2],107.4,#N/A,41
E06000007,Warrington,"Young people in education, employment and apprenticeships [L2]",105.7,#N/A,42
E06000007,Warrington,Physiological risk factors [L],102.1,#N/A,43
E06000007,Warrington,High blood pressure [L3],108.9,#N/A,44
E06000007,Warrington,Low birth weight [L3],111.5,#N/A,45
E06000007,Warrington,Overweight and obesity in adults [L3],95.1,#N/A,46
E06000007,Warrington,Overweight and obesity in children [L3],99.9,#N/A,47
E06000007,Warrington,Protective measures [L],103.7,#N/A,48
E06000007,Warrington,Cancer screening attendance [L4],96.8,#N/A,49
E06000007,Warrington,Child vaccination coverage [L4],109.9,#N/A,50
E06000007,Warrington,Healthy Places Domain,110.9,#N/A,51
E06000007,Warrington,Access to green space [Pl],108,#N/A,52
E06000007,Warrington,Private outdoor space [Pl1],108,#N/A,53
E06000007,Warrington,Access to services [Pl],102.1,#N/A,54
E06000007,Warrington,Distance to GP services [Pl2],99.8,#N/A,55
E06000007,Warrington,Distance to pharmacies [Pl2],95.6,#N/A,56
E06000007,Warrington,Distance to sports or leisure facilities [Pl2],99.8,#N/A,57
E06000007,Warrington,Internet access [Pl2],113.5,#N/A,58
E06000007,Warrington,Patients offered acceptable GP practice appointments [Pl2],98.4,#N/A,59
E06000007,Warrington,Crime [Pl],97.6,#N/A,60
E06000007,Warrington,Low-level crime [Pl3],105.7,#N/A,61
E06000007,Warrington,Personal crime [Pl3],89.9,#N/A,62
E06000007,Warrington,Economic and working conditions [Pl],106.7,#N/A,63
E06000007,Warrington,Child poverty [Pl4],104.4,#N/A,64
E06000007,Warrington,Job-related training [Pl4],101.2,#N/A,65
E06000007,Warrington,Unemployment [Pl4],108.5,#N/A,66
E06000007,Warrington,Workplace safety [Pl4],104.6,#N/A,67
E06000007,Warrington,Living conditions [Pl],111.9,#N/A,68
E06000007,Warrington,Air pollution [Pl5],119.7,#N/A,69
E06000007,Warrington,Household overcrowding [Pl5],122.5,#N/A,70
E06000007,Warrington,Noise complaints [Pl5],102,#N/A,71
E06000007,Warrington,Road safety [Pl5],101.7,#N/A,72
E06000007,Warrington,Rough sleeping [Pl5],98.9,#N/A,73
E06000008,Blackburn with Darwen,Healthy People Domain,81.9,22245.6,1
E06000008,Blackburn with Darwen,Difficulties in daily life [Pe],80.8,22245.6,2
E06000008,Blackburn with Darwen,Disability [Pe1],85.8,22245.6,3
E06000008,Blackburn with Darwen,Frailty [Pe1],82.8,22245.6,4
E06000008,Blackburn with Darwen,Mental health [Pe],93.1,22245.6,5
E06000008,Blackburn with Darwen,"Children's social, emotional and mental health [Pe2]",86.4,22245.6,6
E06000008,Blackburn with Darwen,Mental health conditions [Pe2],95,22245.6,7
E06000008,Blackburn with Darwen,Self-harm [Pe2],95.5,22245.6,8
E06000008,Blackburn with Darwen,Suicides [Pe2],101.1,22245.6,9
E06000008,Blackburn with Darwen,Mortality [Pe],76.5,22245.6,10
E06000008,Blackburn with Darwen,Avoidable mortality [Pe3],80.3,22245.6,11
E06000008,Blackburn with Darwen,Infant mortality [Pe3],91.4,22245.6,12
E06000008,Blackburn with Darwen,Life expectancy [Pe3],79.6,22245.6,13
E06000008,Blackburn with Darwen,Mortality from all causes [Pe3],68.2,22245.6,14
E06000008,Blackburn with Darwen,Personal well-being [Pe],90.4,22245.6,15
E06000008,Blackburn with Darwen,Activities in life are worthwhile [Pe4],95.7,22245.6,16
E06000008,Blackburn with Darwen,Feelings of anxiety [Pe4],88.6,22245.6,17
E06000008,Blackburn with Darwen,Happiness [Pe4],94,22245.6,18
E06000008,Blackburn with Darwen,Life satisfaction [Pe4],88.6,22245.6,19
E06000008,Blackburn with Darwen,Physical health conditions [Pe],97.8,22245.6,20
